Hash	Adds	K Hash	Path
Mba5419ed46c88da5f4ba	96	K559946bfc2	mm-solutions/generated/Dba5/Mba5419ed46c88da5f4ba.exp
Me8cc6c4c05beb06b5d76	95	K559946bfc2	mm-solutions/generated/De8c/Me8cc6c4c05beb06b5d76.exp
Me592b166a61aedd44cde	81	K559946bfc2	mm-solutions/generated/De59/Me592b166a61aedd44cde.exp
M4e7d6926da0bfb077794	93	K559946bfc2	mm-solutions/generated/D4e7/M4e7d6926da0bfb077794.exp
M140d0da36f14f2f265f7	88	K559946bfc2	mm-solutions/generated/D140/M140d0da36f14f2f265f7.exp
Mbef72545ddf8db615c38	90	K559946bfc2	mm-solutions/generated/Dbef/Mbef72545ddf8db615c38.exp
Mb25385965ac21c2eeb31	79	K559946bfc2	mm-solutions/generated/Db25/Mb25385965ac21c2eeb31.exp
M4271685db1de317bed09	78	K559946bfc2	mm-solutions/generated/D427/M4271685db1de317bed09.exp
M2064d9400c4d85e0f41a	87	K559946bfc2	mm-solutions/generated/D206/M2064d9400c4d85e0f41a.exp
Me661b31332bc903f58dc	92	K559946bfc2	mm-solutions/generated/De66/Me661b31332bc903f58dc.exp
M78b04c68f29b2a8aba78	93	K559946bfc2	mm-solutions/generated/D78b/M78b04c68f29b2a8aba78.exp
M9489e567ff1a473310c3	89	K559946bfc2	mm-solutions/generated/D948/M9489e567ff1a473310c3.exp
Mb3a8664655870ec9377c	98	K559946bfc2	mm-solutions/generated/Db3a/Mb3a8664655870ec9377c.exp
M535b81c295ff78d28e4f	87	K559946bfc2	mm-solutions/generated/D535/M535b81c295ff78d28e4f.exp
M03454c92ac5b86949312	85	K559946bfc2	mm-solutions/generated/D034/M03454c92ac5b86949312.exp
M2a161cf4c8f2d99acc1e	97	K559946bfc2	mm-solutions/generated/D2a1/M2a161cf4c8f2d99acc1e.exp
Md6305b72f0a6252303cd	90	K559946bfc2	mm-solutions/generated/Dd63/Md6305b72f0a6252303cd.exp
Mdfe6b58d03389529c45b	95	K559946bfc2	mm-solutions/generated/Ddfe/Mdfe6b58d03389529c45b.exp
M765674df23a05a43b059	82	K559946bfc2	mm-solutions/generated/D765/M765674df23a05a43b059.exp
Ma1c456b8b352ccfd9c6f	88	K559946bfc2	mm-solutions/generated/Da1c/Ma1c456b8b352ccfd9c6f.exp
Mfefc4e886d816d9385ba	83	K559946bfc2	mm-solutions/generated/Dfef/Mfefc4e886d816d9385ba.exp
Md74b68c04cec81ea852f	83	K559946bfc2	mm-solutions/generated/Dd74/Md74b68c04cec81ea852f.exp
M840f7a587778dc48fb63	85	K559946bfc2	mm-solutions/generated/D840/M840f7a587778dc48fb63.exp
M9b09e9003e5dad26771a	88	K559946bfc2	mm-solutions/generated/D9b0/M9b09e9003e5dad26771a.exp
Mf6e7f20fbfbda4e9c3d2	91	K559946bfc2	mm-solutions/generated/Df6e/Mf6e7f20fbfbda4e9c3d2.exp
M5e684d9f090f03f5f1fb	88	K559946bfc2	mm-solutions/generated/D5e6/M5e684d9f090f03f5f1fb.exp
Mf29e24f064ebef87999a	76	K559946bfc2	mm-solutions/generated/Df29/Mf29e24f064ebef87999a.exp
Mb0bfd1892c8346d40264	85	K559946bfc2	mm-solutions/generated/Db0b/Mb0bfd1892c8346d40264.exp
M5d06fe322af56ab35608	92	K559946bfc2	mm-solutions/generated/D5d0/M5d06fe322af56ab35608.exp
M4a9bfb3be8fe04ab3fd7	92	K559946bfc2	mm-solutions/generated/D4a9/M4a9bfb3be8fe04ab3fd7.exp
Ma12184e7d4dcb8b4d791	87	K559946bfc2	mm-solutions/generated/Da12/Ma12184e7d4dcb8b4d791.exp
M02ad6ecd7bf9fcbce5c0	91	K559946bfc2	mm-solutions/generated/D02a/M02ad6ecd7bf9fcbce5c0.exp
M3b795daa9940cd04dde1	94	K559946bfc2	mm-solutions/generated/D3b7/M3b795daa9940cd04dde1.exp
Md49edf8c800e88f4fc18	87	K559946bfc2	mm-solutions/generated/Dd49/Md49edf8c800e88f4fc18.exp
M28e6384db806a363ed2e	91	K559946bfc2	mm-solutions/generated/D28e/M28e6384db806a363ed2e.exp
M98ee1b2e89c719e8acfc	93	K559946bfc2	mm-solutions/generated/D98e/M98ee1b2e89c719e8acfc.exp
Me5c8f2cb6ab9c71e01d9	90	K559946bfc2	mm-solutions/generated/De5c/Me5c8f2cb6ab9c71e01d9.exp
M3bbbe1f4fc212355e73f	96	K559946bfc2	mm-solutions/generated/D3bb/M3bbbe1f4fc212355e73f.exp
M632b7f34e78ffaaf4b7d	91	K559946bfc2	mm-solutions/generated/D632/M632b7f34e78ffaaf4b7d.exp
M9bd81efcf98f756b0d78	92	K559946bfc2	mm-solutions/generated/D9bd/M9bd81efcf98f756b0d78.exp
M3bf1971f5c1b1197da76	79	K559946bfc2	mm-solutions/generated/D3bf/M3bf1971f5c1b1197da76.exp
M659213f4a4042ec2f542	88	K559946bfc2	mm-solutions/generated/D659/M659213f4a4042ec2f542.exp
Mec0f1a0c345488595b65	88	K559946bfc2	mm-solutions/generated/Dec0/Mec0f1a0c345488595b65.exp
M6022476a3ba7619e07fb	90	K559946bfc2	mm-solutions/generated/D602/M6022476a3ba7619e07fb.exp
M1dc3f45d91739f6d8599	84	K559946bfc2	mm-solutions/generated/D1dc/M1dc3f45d91739f6d8599.exp
M6afc4ac2d443bf2aadb0	89	K559946bfc2	mm-solutions/generated/D6af/M6afc4ac2d443bf2aadb0.exp
Mcd4d47c69f85a2fce70b	78	K559946bfc2	mm-solutions/generated/Dcd4/Mcd4d47c69f85a2fce70b.exp
Mccc5a82ea88d8eb6e5ff	80	K559946bfc2	mm-solutions/generated/Dccc/Mccc5a82ea88d8eb6e5ff.exp
M29524b4b723e0c4debcb	93	K559946bfc2	mm-solutions/generated/D295/M29524b4b723e0c4debcb.exp
M2b9bbe19591cb07bba7e	90	K559946bfc2	mm-solutions/generated/D2b9/M2b9bbe19591cb07bba7e.exp
M80b90df81476403ce413	90	K559946bfc2	mm-solutions/generated/D80b/M80b90df81476403ce413.exp
M152a587c2dc18ce4ae85	87	K559946bfc2	mm-solutions/generated/D152/M152a587c2dc18ce4ae85.exp
M8815e4a6151a1c362c1d	92	K559946bfc2	mm-solutions/generated/D881/M8815e4a6151a1c362c1d.exp
M16b06f06817b91ce67eb	92	K559946bfc2	mm-solutions/generated/D16b/M16b06f06817b91ce67eb.exp
Mc5e36ea27d937951f03c	91	K559946bfc2	mm-solutions/generated/Dc5e/Mc5e36ea27d937951f03c.exp
Mefbeaf771884a20c840d	86	K559946bfc2	mm-solutions/generated/Defb/Mefbeaf771884a20c840d.exp
M9c60d286df6b221288d5	84	K559946bfc2	mm-solutions/generated/D9c6/M9c60d286df6b221288d5.exp
Md02a9e2583fc6cdf52df	95	K559946bfc2	mm-solutions/generated/Dd02/Md02a9e2583fc6cdf52df.exp
M69754f8d61c2e45516d0	87	K559946bfc2	mm-solutions/generated/D697/M69754f8d61c2e45516d0.exp
Mea02e084d1f419135aea	93	K559946bfc2	mm-solutions/generated/Dea0/Mea02e084d1f419135aea.exp
M489e202ee2c9c478620f	92	K559946bfc2	mm-solutions/generated/D489/M489e202ee2c9c478620f.exp
M2d08959e7905a02d9b82	84	K559946bfc2	mm-solutions/generated/D2d0/M2d08959e7905a02d9b82.exp
M6de19c63cdcbe306dab5	83	K559946bfc2	mm-solutions/generated/D6de/M6de19c63cdcbe306dab5.exp
Mdc833fcd67939c8c3207	88	K559946bfc2	mm-solutions/generated/Ddc8/Mdc833fcd67939c8c3207.exp
M144af73e97f44a45628e	86	K559946bfc2	mm-solutions/generated/D144/M144af73e97f44a45628e.exp
Mc0d76e78940a821a78c9	84	K559946bfc2	mm-solutions/generated/Dc0d/Mc0d76e78940a821a78c9.exp
Meef1648514df271ab228	84	K559946bfc2	mm-solutions/generated/Deef/Meef1648514df271ab228.exp
M03fec82b93be8e1ec069	91	K559946bfc2	mm-solutions/generated/D03f/M03fec82b93be8e1ec069.exp
M05bb78737c205bc0d2f4	83	K559946bfc2	mm-solutions/generated/D05b/M05bb78737c205bc0d2f4.exp
M2c5330c73c4477e0b30e	84	K559946bfc2	mm-solutions/generated/D2c5/M2c5330c73c4477e0b30e.exp
M446828096b84ad87d7f2	95	K559946bfc2	mm-solutions/generated/D446/M446828096b84ad87d7f2.exp
Mf0bf170e813ca3a0ec45	87	K559946bfc2	mm-solutions/generated/Df0b/Mf0bf170e813ca3a0ec45.exp
Me18575a6fe8b594b4e6f	93	K559946bfc2	mm-solutions/generated/De18/Me18575a6fe8b594b4e6f.exp
M6cc38368cb5b8885355e	91	K559946bfc2	mm-solutions/generated/D6cc/M6cc38368cb5b8885355e.exp
M9410793b53cb6475876c	81	K559946bfc2	mm-solutions/generated/D941/M9410793b53cb6475876c.exp
M0e7dc63210053991b6e2	82	K559946bfc2	mm-solutions/generated/D0e7/M0e7dc63210053991b6e2.exp
M313ca5a15e576157c8ae	89	K559946bfc2	mm-solutions/generated/D313/M313ca5a15e576157c8ae.exp
M73c015a537cf2b86fc66	91	K559946bfc2	mm-solutions/generated/D73c/M73c015a537cf2b86fc66.exp
M12b02e3e2e5f9964a9d2	94	K559946bfc2	mm-solutions/generated/D12b/M12b02e3e2e5f9964a9d2.exp
M02e7b88b8580286cd01d	86	K559946bfc2	mm-solutions/generated/D02e/M02e7b88b8580286cd01d.exp
Md8d254bc65a94f7455d3	98	K559946bfc2	mm-solutions/generated/Dd8d/Md8d254bc65a94f7455d3.exp
Mb9d0f80234f46f8cb840	99	K559946bfc2	mm-solutions/generated/Db9d/Mb9d0f80234f46f8cb840.exp
M8aa72507a65904bf3c37	85	K559946bfc2	mm-solutions/generated/D8aa/M8aa72507a65904bf3c37.exp
M65cd73f7136acabac0e0	91	K559946bfc2	mm-solutions/generated/D65c/M65cd73f7136acabac0e0.exp
M6406a8dfa1a8624ebdfd	91	K559946bfc2	mm-solutions/generated/D640/M6406a8dfa1a8624ebdfd.exp
M27bbfe39d5d005bd036a	90	K559946bfc2	mm-solutions/generated/D27b/M27bbfe39d5d005bd036a.exp
Mb5d6b79fa27fa24c1978	87	K559946bfc2	mm-solutions/generated/Db5d/Mb5d6b79fa27fa24c1978.exp
M852b63a6587aa676c333	83	K559946bfc2	mm-solutions/generated/D852/M852b63a6587aa676c333.exp
M52bb445c173df2e61fda	85	K559946bfc2	mm-solutions/generated/D52b/M52bb445c173df2e61fda.exp
M2c4946391a9ee71afdb3	88	K559946bfc2	mm-solutions/generated/D2c4/M2c4946391a9ee71afdb3.exp
M3b3ec90e933559e12250	91	K559946bfc2	mm-solutions/generated/D3b3/M3b3ec90e933559e12250.exp
M5658ed40e5f6f0d989f3	90	K559946bfc2	mm-solutions/generated/D565/M5658ed40e5f6f0d989f3.exp
Mf73b0a62a5b5d7fabce0	95	K559946bfc2	mm-solutions/generated/Df73/Mf73b0a62a5b5d7fabce0.exp
M0fc1a9ea0caad149efde	93	K559946bfc2	mm-solutions/generated/D0fc/M0fc1a9ea0caad149efde.exp
M9c93111ed30a87dbf907	88	K559946bfc2	mm-solutions/generated/D9c9/M9c93111ed30a87dbf907.exp
M59c9ae4d8e6d65419e32	99	K559946bfc2	mm-solutions/generated/D59c/M59c9ae4d8e6d65419e32.exp
Mc6d495b2a63fa34d3d5a	95	K559946bfc2	mm-solutions/generated/Dc6d/Mc6d495b2a63fa34d3d5a.exp
Ma272f0b267441695f670	90	K559946bfc2	mm-solutions/generated/Da27/Ma272f0b267441695f670.exp
M596d9daa62b5c950062c	89	K559946bfc2	mm-solutions/generated/D596/M596d9daa62b5c950062c.exp
M2b75d1ba18a9e5eb8b4f	96	K559946bfc2	mm-solutions/generated/D2b7/M2b75d1ba18a9e5eb8b4f.exp
M626d0a8a5064fe2a84e9	91	K559946bfc2	mm-solutions/generated/D626/M626d0a8a5064fe2a84e9.exp
M551c6756888f94e9fc73	88	K559946bfc2	mm-solutions/generated/D551/M551c6756888f94e9fc73.exp
Mbc947545c05ddd35c6d3	97	K559946bfc2	mm-solutions/generated/Dbc9/Mbc947545c05ddd35c6d3.exp
M9e0b6f892ccefbdb176f	89	K559946bfc2	mm-solutions/generated/D9e0/M9e0b6f892ccefbdb176f.exp
M0b825e762c47871d0e15	87	K559946bfc2	mm-solutions/generated/D0b8/M0b825e762c47871d0e15.exp
M7fc348e421f0432ca370	88	K559946bfc2	mm-solutions/generated/D7fc/M7fc348e421f0432ca370.exp
M64a19ac6b6a1174c5e15	97	K559946bfc2	mm-solutions/generated/D64a/M64a19ac6b6a1174c5e15.exp
Md55f2554c4f9c47611fa	93	K559946bfc2	mm-solutions/generated/Dd55/Md55f2554c4f9c47611fa.exp
Mc6cab019485bfe424e1d	86	K559946bfc2	mm-solutions/generated/Dc6c/Mc6cab019485bfe424e1d.exp
Mc84e663edac991a00685	95	K559946bfc2	mm-solutions/generated/Dc84/Mc84e663edac991a00685.exp
Mf17a821d05c8bf024076	85	K559946bfc2	mm-solutions/generated/Df17/Mf17a821d05c8bf024076.exp
M1a3efdf52b7d5e1d88e7	84	K559946bfc2	mm-solutions/generated/D1a3/M1a3efdf52b7d5e1d88e7.exp
M6b7bbb15594c9f720c5e	85	K559946bfc2	mm-solutions/generated/D6b7/M6b7bbb15594c9f720c5e.exp
M9deb4b9e7e48bf006646	88	K559946bfc2	mm-solutions/generated/D9de/M9deb4b9e7e48bf006646.exp
Ma22aa72417ecd65ad306	87	K559946bfc2	mm-solutions/generated/Da22/Ma22aa72417ecd65ad306.exp
M5fccf34588153b95bb61	95	K559946bfc2	mm-solutions/generated/D5fc/M5fccf34588153b95bb61.exp
M65dcd3a03e3e310da2bf	87	K559946bfc2	mm-solutions/generated/D65d/M65dcd3a03e3e310da2bf.exp
M62718099efed1ae8c949	88	K559946bfc2	mm-solutions/generated/D627/M62718099efed1ae8c949.exp
Mb32ee3423a0feeb544f7	85	K559946bfc2	mm-solutions/generated/Db32/Mb32ee3423a0feeb544f7.exp
M4bd698bcf8875e8cbc1c	80	K559946bfc2	mm-solutions/generated/D4bd/M4bd698bcf8875e8cbc1c.exp
M7513c7e349b262a9fe65	92	K559946bfc2	mm-solutions/generated/D751/M7513c7e349b262a9fe65.exp
M96aebf523cc825d90137	88	K559946bfc2	mm-solutions/generated/D96a/M96aebf523cc825d90137.exp
M6e071af578bdc126d83c	90	K559946bfc2	mm-solutions/generated/D6e0/M6e071af578bdc126d83c.exp
M29155439e6b9ddcbe1a4	92	K559946bfc2	mm-solutions/generated/D291/M29155439e6b9ddcbe1a4.exp
M31d3e5a06da8c552188c	104	K559946bfc2	mm-solutions/generated/D31d/M31d3e5a06da8c552188c.exp
Mdf2479e9916848a58d92	96	K559946bfc2	mm-solutions/generated/Ddf2/Mdf2479e9916848a58d92.exp
M177c2fcadc56c16063f4	90	K559946bfc2	mm-solutions/generated/D177/M177c2fcadc56c16063f4.exp
M7f05af33272a98c6588e	88	K559946bfc2	mm-solutions/generated/D7f0/M7f05af33272a98c6588e.exp
M18e9735cea62b68e0b2c	86	K559946bfc2	mm-solutions/generated/D18e/M18e9735cea62b68e0b2c.exp
Mbc134e8c3a357fcb7505	92	K559946bfc2	mm-solutions/generated/Dbc1/Mbc134e8c3a357fcb7505.exp
M495f8e0135e9d98af4e3	85	K559946bfc2	mm-solutions/generated/D495/M495f8e0135e9d98af4e3.exp
M4498f2e7056915aecf39	84	K559946bfc2	mm-solutions/generated/D449/M4498f2e7056915aecf39.exp
Mf78d2f47857da5c698b9	91	K559946bfc2	mm-solutions/generated/Df78/Mf78d2f47857da5c698b9.exp
M0e1862b4ad346be5844f	90	K559946bfc2	mm-solutions/generated/D0e1/M0e1862b4ad346be5844f.exp
M71c9971e4ffa22160bb6	86	K559946bfc2	mm-solutions/generated/D71c/M71c9971e4ffa22160bb6.exp
M141be5794d3b1c35c5d5	89	K559946bfc2	mm-solutions/generated/D141/M141be5794d3b1c35c5d5.exp
M9426f92e442d8676f0d0	92	K559946bfc2	mm-solutions/generated/D942/M9426f92e442d8676f0d0.exp
Maf0cfbcd438e4bea7f6a	93	K559946bfc2	mm-solutions/generated/Daf0/Maf0cfbcd438e4bea7f6a.exp
Mc430589e81648eb6e51e	92	K559946bfc2	mm-solutions/generated/Dc43/Mc430589e81648eb6e51e.exp
Md20d27485fdbbf5f1cc8	84	K559946bfc2	mm-solutions/generated/Dd20/Md20d27485fdbbf5f1cc8.exp
M9b26cd9378035a61eebf	97	K559946bfc2	mm-solutions/generated/D9b2/M9b26cd9378035a61eebf.exp
M47bb732a7e03546f7c82	91	K559946bfc2	mm-solutions/generated/D47b/M47bb732a7e03546f7c82.exp
M56bec21cc172847cb6b5	95	K559946bfc2	mm-solutions/generated/D56b/M56bec21cc172847cb6b5.exp
M49d8f31dd72c6f108916	84	K559946bfc2	mm-solutions/generated/D49d/M49d8f31dd72c6f108916.exp
M7715ce788857c83fafcd	87	K559946bfc2	mm-solutions/generated/D771/M7715ce788857c83fafcd.exp
Mfa2303d2c04d13cedac1	92	K559946bfc2	mm-solutions/generated/Dfa2/Mfa2303d2c04d13cedac1.exp
Mee7a7ffb86c0ab744f1d	95	K559946bfc2	mm-solutions/generated/Dee7/Mee7a7ffb86c0ab744f1d.exp
M88a86ad9c364ba561207	84	K559946bfc2	mm-solutions/generated/D88a/M88a86ad9c364ba561207.exp
M4dcee1094e88dcaceb73	77	K559946bfc2	mm-solutions/generated/D4dc/M4dcee1094e88dcaceb73.exp
Meeed839a0d4fcb47a014	87	K559946bfc2	mm-solutions/generated/Deee/Meeed839a0d4fcb47a014.exp
M226a810600927f5e36c5	86	K559946bfc2	mm-solutions/generated/D226/M226a810600927f5e36c5.exp
Mc33bf881ab5162b91afa	91	K559946bfc2	mm-solutions/generated/Dc33/Mc33bf881ab5162b91afa.exp
Mf6bb6597ed118b848f9c	92	K559946bfc2	mm-solutions/generated/Df6b/Mf6bb6597ed118b848f9c.exp
M758c0d5d4ad3c930ee26	87	K559946bfc2	mm-solutions/generated/D758/M758c0d5d4ad3c930ee26.exp
M294ad591693978a4e490	91	K559946bfc2	mm-solutions/generated/D294/M294ad591693978a4e490.exp
M460ef285a7d6740a0e43	83	K559946bfc2	mm-solutions/generated/D460/M460ef285a7d6740a0e43.exp
Mc82243635e7d4e79ffd2	87	K559946bfc2	mm-solutions/generated/Dc82/Mc82243635e7d4e79ffd2.exp
Md471d3d5a779f45f8654	91	K559946bfc2	mm-solutions/generated/Dd47/Md471d3d5a779f45f8654.exp
M1763c0e7433d94a69e7b	88	K559946bfc2	mm-solutions/generated/D176/M1763c0e7433d94a69e7b.exp
M6ec40f0b6e1115088248	86	K559946bfc2	mm-solutions/generated/D6ec/M6ec40f0b6e1115088248.exp
M2c15ea5ef2a05affde9c	92	K559946bfc2	mm-solutions/generated/D2c1/M2c15ea5ef2a05affde9c.exp
Ma0c9a2bc17c970ccc275	91	K559946bfc2	mm-solutions/generated/Da0c/Ma0c9a2bc17c970ccc275.exp
Ma58b865fbef6b39d3151	96	K559946bfc2	mm-solutions/generated/Da58/Ma58b865fbef6b39d3151.exp
M09db8915adf64d926888	95	K559946bfc2	mm-solutions/generated/D09d/M09db8915adf64d926888.exp
M8cc41b86808fc671c866	84	K559946bfc2	mm-solutions/generated/D8cc/M8cc41b86808fc671c866.exp
Mbc498258e754ecdf3653	84	K559946bfc2	mm-solutions/generated/Dbc4/Mbc498258e754ecdf3653.exp
Mf7a6ff2b461a5cbd99c4	94	K559946bfc2	mm-solutions/generated/Df7a/Mf7a6ff2b461a5cbd99c4.exp
M4db9fbf4c133789c03f2	89	K559946bfc2	mm-solutions/generated/D4db/M4db9fbf4c133789c03f2.exp
M90e39864a1edcc902227	90	K559946bfc2	mm-solutions/generated/D90e/M90e39864a1edcc902227.exp
Mbaa20be594ad5b29d81d	79	K559946bfc2	mm-solutions/generated/Dbaa/Mbaa20be594ad5b29d81d.exp
Mb212382e17d6e58089fb	89	K559946bfc2	mm-solutions/generated/Db21/Mb212382e17d6e58089fb.exp
M02b12392ae156b6db5e2	87	K559946bfc2	mm-solutions/generated/D02b/M02b12392ae156b6db5e2.exp
M810df8ee1ca413bfa08c	90	K559946bfc2	mm-solutions/generated/D810/M810df8ee1ca413bfa08c.exp
M8596c749117ccba17153	90	K559946bfc2	mm-solutions/generated/D859/M8596c749117ccba17153.exp
M251f1007b08d5f8c6aa0	90	K559946bfc2	mm-solutions/generated/D251/M251f1007b08d5f8c6aa0.exp
M5cf9a3826117911c3171	89	K559946bfc2	mm-solutions/generated/D5cf/M5cf9a3826117911c3171.exp
M236b116489ae332610e7	91	K559946bfc2	mm-solutions/generated/D236/M236b116489ae332610e7.exp
M0037a3b0420afd37ee88	92	K559946bfc2	mm-solutions/generated/D003/M0037a3b0420afd37ee88.exp
Mc5b6e9f6e51c0d3116ac	90	K559946bfc2	mm-solutions/generated/Dc5b/Mc5b6e9f6e51c0d3116ac.exp
Md18124d9b84c86762363	91	K559946bfc2	mm-solutions/generated/Dd18/Md18124d9b84c86762363.exp
M8f6df32911d02675a7f9	90	K559946bfc2	mm-solutions/generated/D8f6/M8f6df32911d02675a7f9.exp
Mf28b0a3637062d3d8088	97	K559946bfc2	mm-solutions/generated/Df28/Mf28b0a3637062d3d8088.exp
M4502b7a5037e5f2473dd	87	K559946bfc2	mm-solutions/generated/D450/M4502b7a5037e5f2473dd.exp
M5c88645ba8af9fed05a6	91	K559946bfc2	mm-solutions/generated/D5c8/M5c88645ba8af9fed05a6.exp
Mec9cf4ddcc77dee152c1	87	K559946bfc2	mm-solutions/generated/Dec9/Mec9cf4ddcc77dee152c1.exp
M9e03b3142b71605b5139	96	K559946bfc2	mm-solutions/generated/D9e0/M9e03b3142b71605b5139.exp
M134527e331374c8bf8e7	94	K559946bfc2	mm-solutions/generated/D134/M134527e331374c8bf8e7.exp
M02be2ec510f67c4c46e4	90	K559946bfc2	mm-solutions/generated/D02b/M02be2ec510f67c4c46e4.exp
Mdc5c3a47a3d5699da7ce	95	K559946bfc2	mm-solutions/generated/Ddc5/Mdc5c3a47a3d5699da7ce.exp
M31d806cfb1af7e84788a	91	K559946bfc2	mm-solutions/generated/D31d/M31d806cfb1af7e84788a.exp
Mf1704eaf9c503d1c4e15	94	K559946bfc2	mm-solutions/generated/Df17/Mf1704eaf9c503d1c4e15.exp
Mfb57646f8710632d94d3	96	K559946bfc2	mm-solutions/generated/Dfb5/Mfb57646f8710632d94d3.exp
Mba09c25f102f812c8893	96	K559946bfc2	mm-solutions/generated/Dba0/Mba09c25f102f812c8893.exp
Mb7df3110a6bd276cb80f	83	K559946bfc2	mm-solutions/generated/Db7d/Mb7df3110a6bd276cb80f.exp
M5f86dd860255c0c7f4c6	94	K559946bfc2	mm-solutions/generated/D5f8/M5f86dd860255c0c7f4c6.exp
Maf789b67d1a110247c93	89	K559946bfc2	mm-solutions/generated/Daf7/Maf789b67d1a110247c93.exp
M1904a158b515170595b5	81	K559946bfc2	mm-solutions/generated/D190/M1904a158b515170595b5.exp
Md1b7b5dc6602c4bf0eeb	86	K559946bfc2	mm-solutions/generated/Dd1b/Md1b7b5dc6602c4bf0eeb.exp
Mb8e7543fc201aec19593	97	K559946bfc2	mm-solutions/generated/Db8e/Mb8e7543fc201aec19593.exp
Meb5976b0d5abf216d430	79	K559946bfc2	mm-solutions/generated/Deb5/Meb5976b0d5abf216d430.exp
M0600faec1990b1d3eaa8	92	K559946bfc2	mm-solutions/generated/D060/M0600faec1990b1d3eaa8.exp
Me6cbc68966c277f7c497	86	K559946bfc2	mm-solutions/generated/De6c/Me6cbc68966c277f7c497.exp
M5849003cd50c25ecee6e	93	K559946bfc2	mm-solutions/generated/D584/M5849003cd50c25ecee6e.exp
